Algorithm,Baseline,originalTitle,originalCategory,Language_50,Reference_50,Religion_50,Science_50,Arts_50,Entertainment_50,Business_50,Society_50,Life_50,People_50,Universe_50,Nature_50,Concepts_50,History_50,Technology_50,Culture_50,Mathematics_50,Sports_50,Politics_50,Geography_50,Humanities_50,World_50,Education_50,Philosophy_50,Law_50,Events_50,Health_50
bloomfilter,RandomBaseline_test,Lee Aaker,Life_50,0.3,0.2,0.2,0.26,0.2,0.36,0.54,0.24,0.4,0.24,0.28,0.12,0.26,0.36,0.26,0.22,0.28,0.32,0.22,0.22,0.14,0.24,0.22,0.16,0.26,0.22,0.26
bloomfilter,RandomBaseline_test,Les Dialogues d’Evhémère,Life_50,0.58,0.36,0.48,0.44,0.34,0.5,0.44,0.28,0.46,0.44,0.36,0.46,0.44,0.6,0.46,0.38,0.44,0.36,0.28,0.38,0.46,0.42,0.34,0.3,0.26,0.4,0.3
bloomfilter,RandomBaseline_test,Metachirality,Life_50,0.28,0.2,0.3,0.3,0.24,0.28,0.2,0.24,0.22,0.24,0.2,0.26,0.24,0.26,0.2,0.22,0.24,0.18,0.18,0.22,0.12,0.26,0.2,0.32,0.2,0.14,0.26
bloomfilter,RandomBaseline_test,Mika Aaltonen,Life_50,0.1,0.06,0.04,0.06,0.12,0.18,0.12,0.12,0.14,0.1,0.06,0.12,0.1,0.06,0.06,0.1,0.12,0.12,0.12,0.12,0.12,0.08,0.16,0.08,0.18,0.02,0.1
bloomfilter,RandomBaseline_test,Mikael Aaltonen,Life_50,0.0,0.02,0.0,0.02,0.0,0.02,0.04,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.04,0.0,0.0
bloomfilter,RandomBaseline_test,Nanobacterium,Life_50,0.4,0.56,0.48,0.44,0.36,0.48,0.32,0.36,0.44,0.5,0.32,0.42,0.36,0.42,0.34,0.52,0.42,0.26,0.44,0.38,0.32,0.4,0.28,0.42,0.34,0.34,0.48
bloomfilter,RandomBaseline_test,Negligible senescence,Life_50,0.42,0.56,0.38,0.46,0.3,0.36,0.32,0.3,0.4,0.56,0.36,0.48,0.38,0.44,0.34,0.44,0.34,0.34,0.4,0.38,0.44,0.42,0.36,0.38,0.28,0.34,0.38
bloomfilter,RandomBaseline_test,OpenWorm,Life_50,0.34,0.44,0.4,0.3,0.34,0.36,0.3,0.42,0.46,0.42,0.2,0.5,0.4,0.38,0.18,0.46,0.32,0.2,0.44,0.52,0.28,0.34,0.34,0.34,0.28,0.26,0.34
bloomfilter,RandomBaseline_test,Philosophy of happiness,Life_50,0.52,0.46,0.58,0.56,0.36,0.62,0.46,0.38,0.54,0.62,0.5,0.44,0.54,0.64,0.44,0.42,0.52,0.46,0.52,0.46,0.56,0.52,0.4,0.42,0.32,0.38,0.36
bloomfilter,RandomBaseline_test,Precambrian rabbit,Life_50,0.44,0.5,0.34,0.42,0.4,0.48,0.26,0.36,0.38,0.48,0.32,0.36,0.42,0.48,0.34,0.48,0.4,0.3,0.42,0.34,0.48,0.48,0.34,0.34,0.34,0.26,0.32
bloomfilter,RandomBaseline_test,Rejuvenation Research,Life_50,0.22,0.14,0.12,0.22,0.14,0.14,0.12,0.14,0.22,0.18,0.14,0.14,0.18,0.18,0.18,0.18,0.22,0.14,0.24,0.18,0.14,0.26,0.2,0.2,0.14,0.16,0.18
bloomfilter,RandomBaseline_test,Shou (character),Life_50,0.26,0.1,0.2,0.3,0.18,0.32,0.3,0.22,0.22,0.36,0.24,0.2,0.2,0.32,0.16,0.24,0.12,0.2,0.24,0.12,0.22,0.2,0.22,0.18,0.2,0.08,0.18
bloomfilter,RandomBaseline_test,Sky burial (disambiguation),Life_50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bloomfilter,RandomBaseline_test,Sugarscape,Life_50,0.4,0.52,0.42,0.46,0.4,0.36,0.36,0.44,0.5,0.52,0.2,0.5,0.38,0.32,0.34,0.34,0.3,0.28,0.46,0.46,0.3,0.4,0.38,0.34,0.34,0.38,0.48
bloomfilter,RandomBaseline_test,Tierra (computer simulation),Life_50,0.46,0.52,0.52,0.4,0.44,0.38,0.38,0.44,0.48,0.48,0.18,0.44,0.44,0.4,0.4,0.5,0.4,0.36,0.38,0.48,0.4,0.48,0.44,0.44,0.22,0.24,0.4
bloomfilter,RandomBaseline_test,Torstein Aagaard-Nilsen,Life_50,0.24,0.22,0.2,0.26,0.16,0.38,0.28,0.2,0.24,0.24,0.26,0.22,0.22,0.26,0.18,0.3,0.28,0.26,0.2,0.3,0.2,0.26,0.26,0.2,0.24,0.16,0.22
bloomfilter,RandomBaseline_test,Unnatural Selection (video game),Life_50,0.22,0.26,0.2,0.22,0.2,0.2,0.24,0.22,0.28,0.24,0.16,0.2,0.1,0.24,0.22,0.28,0.14,0.16,0.22,0.16,0.2,0.28,0.18,0.24,0.24,0.14,0.22
bloomfilter,RandomBaseline_test,Veikko Aaltonen,Life_50,0.12,0.08,0.06,0.1,0.1,0.12,0.24,0.16,0.18,0.12,0.14,0.08,0.14,0.2,0.14,0.1,0.1,0.18,0.06,0.12,0.1,0.1,0.12,0.1,0.18,0.06,0.14
bloomfilter,RandomBaseline_test,Whangdoodle,Life_50,0.3,0.24,0.22,0.26,0.26,0.36,0.42,0.2,0.22,0.3,0.22,0.16,0.3,0.26,0.24,0.24,0.18,0.28,0.18,0.22,0.2,0.24,0.1,0.2,0.16,0.18,0.22
bloomfilter,RandomBaseline_test,Aayaase,People_50,0.08,0.06,0.06,0.06,0.02,0.1,0.08,0.04,0.1,0.08,0.06,0.04,0.1,0.08,0.06,0.04,0.06,0.06,0.1,0.04,0.04,0.08,0.04,0.02,0.04,0.04,0.06
bloomfilter,RandomBaseline_test,Amazons,People_50,0.76,0.4,0.38,0.58,0.48,0.64,0.58,0.34,0.56,0.42,0.44,0.28,0.28,0.58,0.44,0.42,0.46,0.38,0.38,0.42,0.32,0.52,0.42,0.36,0.42,0.42,0.46
bloomfilter,RandomBaseline_test,Biographical criticism,People_50,0.6,0.52,0.42,0.56,0.38,0.56,0.48,0.36,0.52,0.46,0.32,0.36,0.5,0.42,0.46,0.42,0.34,0.28,0.32,0.54,0.54,0.36,0.38,0.4,0.28,0.3,0.44
bloomfilter,RandomBaseline_test,Biographical film,People_50,0.56,0.32,0.36,0.38,0.28,0.54,0.5,0.28,0.44,0.42,0.4,0.24,0.36,0.52,0.4,0.34,0.34,0.28,0.3,0.32,0.26,0.36,0.32,0.3,0.38,0.3,0.32
bloomfilter,RandomBaseline_test,Brit Pack (actors),People_50,0.36,0.22,0.2,0.3,0.24,0.36,0.46,0.26,0.44,0.28,0.3,0.16,0.26,0.34,0.3,0.24,0.24,0.38,0.24,0.24,0.2,0.28,0.3,0.2,0.26,0.26,0.24
bloomfilter,RandomBaseline_test,Burgher arms,People_50,0.38,0.26,0.26,0.34,0.26,0.42,0.28,0.32,0.44,0.32,0.3,0.24,0.3,0.28,0.3,0.24,0.44,0.34,0.32,0.4,0.2,0.38,0.4,0.26,0.32,0.42,0.32
bloomfilter,RandomBaseline_test,Character arc,People_50,0.5,0.42,0.42,0.38,0.38,0.4,0.34,0.42,0.5,0.5,0.28,0.4,0.56,0.42,0.5,0.38,0.36,0.4,0.36,0.42,0.42,0.46,0.44,0.26,0.3,0.36,0.32
bloomfilter,RandomBaseline_test,Character flaw,People_50,0.3,0.26,0.22,0.32,0.28,0.38,0.32,0.16,0.4,0.28,0.24,0.24,0.38,0.3,0.3,0.24,0.14,0.3,0.22,0.26,0.22,0.26,0.28,0.18,0.22,0.22,0.18
bloomfilter,RandomBaseline_test,Coat of arms of Pope Francis,People_50,0.22,0.24,0.2,0.18,0.2,0.36,0.22,0.18,0.24,0.22,0.16,0.2,0.26,0.3,0.2,0.16,0.16,0.2,0.16,0.12,0.12,0.22,0.18,0.16,0.26,0.22,0.16
bloomfilter,RandomBaseline_test,Coat of arms of the King of Spain,People_50,0.3,0.2,0.24,0.36,0.24,0.32,0.28,0.26,0.26,0.22,0.24,0.26,0.24,0.3,0.2,0.26,0.3,0.32,0.24,0.2,0.2,0.3,0.24,0.28,0.26,0.3,0.24
bloomfilter,RandomBaseline_test,Coat of arms of the Prince of Spain,People_50,0.08,0.08,0.08,0.1,0.16,0.18,0.06,0.08,0.12,0.1,0.1,0.12,0.1,0.1,0.12,0.12,0.08,0.12,0.06,0.1,0.12,0.12,0.1,0.12,0.12,0.08,0.16
bloomfilter,RandomBaseline_test,Eight Masters of Nanjing,People_50,0.18,0.1,0.12,0.12,0.08,0.2,0.16,0.14,0.16,0.14,0.14,0.08,0.12,0.16,0.12,0.14,0.14,0.1,0.14,0.12,0.08,0.12,0.14,0.12,0.1,0.12,0.12
bloomfilter,RandomBaseline_test,Facebook real-name policy controversy,People_50,0.56,0.36,0.46,0.54,0.48,0.46,0.56,0.58,0.68,0.54,0.48,0.36,0.58,0.54,0.54,0.56,0.48,0.42,0.52,0.56,0.36,0.64,0.56,0.38,0.46,0.58,0.5
bloomfilter,RandomBaseline_test,Ferdinand Ashmall,People_50,0.16,0.06,0.04,0.14,0.1,0.14,0.1,0.08,0.18,0.12,0.12,0.08,0.1,0.18,0.06,0.1,0.16,0.14,0.14,0.1,0.1,0.1,0.1,0.08,0.06,0.18,0.1
bloomfilter,RandomBaseline_test,Flags of the Dutch royal family,People_50,0.34,0.2,0.24,0.3,0.24,0.4,0.22,0.22,0.32,0.32,0.32,0.18,0.34,0.4,0.18,0.28,0.3,0.24,0.26,0.34,0.22,0.34,0.26,0.24,0.26,0.32,0.32
bloomfilter,RandomBaseline_test,Four harmonious animals,People_50,0.38,0.26,0.26,0.26,0.22,0.5,0.36,0.14,0.28,0.32,0.2,0.24,0.3,0.42,0.26,0.28,0.22,0.3,0.18,0.3,0.22,0.32,0.18,0.22,0.18,0.16,0.24
bloomfilter,RandomBaseline_test,Gaitelgrima,People_50,0.14,0.04,0.08,0.1,0.04,0.12,0.16,0.08,0.1,0.08,0.24,0.04,0.06,0.14,0.12,0.1,0.06,0.06,0.1,0.04,0.06,0.14,0.1,0.12,0.1,0.08,0.06
bloomfilter,RandomBaseline_test,Geert Adriaans Boomgaard,People_50,0.34,0.28,0.26,0.34,0.26,0.34,0.22,0.18,0.3,0.4,0.38,0.24,0.26,0.28,0.24,0.28,0.26,0.32,0.32,0.34,0.22,0.3,0.32,0.2,0.2,0.36,0.28
bloomfilter,RandomBaseline_test,Giedroyć,People_50,0.32,0.28,0.18,0.3,0.22,0.32,0.24,0.32,0.36,0.26,0.36,0.22,0.28,0.34,0.22,0.2,0.3,0.26,0.28,0.26,0.14,0.32,0.38,0.3,0.26,0.3,0.24
bloomfilter,RandomBaseline_test,Heraldic flag,People_50,0.26,0.24,0.26,0.22,0.26,0.3,0.26,0.24,0.3,0.24,0.24,0.2,0.2,0.28,0.2,0.24,0.26,0.32,0.2,0.24,0.16,0.26,0.22,0.24,0.24,0.28,0.28
bloomfilter,RandomBaseline_test,Hero,People_50,0.7,0.34,0.48,0.5,0.4,0.5,0.58,0.46,0.52,0.56,0.44,0.38,0.5,0.58,0.46,0.46,0.46,0.4,0.42,0.4,0.46,0.54,0.54,0.28,0.4,0.48,0.32
bloomfilter,RandomBaseline_test,Imperial Standards of Iran,People_50,0.08,0.06,0.1,0.08,0.08,0.14,0.06,0.08,0.14,0.08,0.08,0.06,0.16,0.08,0.06,0.06,0.12,0.12,0.08,0.12,0.08,0.12,0.12,0.06,0.12,0.16,0.14
bloomfilter,RandomBaseline_test,Lambeth slavery case,People_50,0.4,0.26,0.38,0.5,0.36,0.42,0.44,0.36,0.5,0.34,0.38,0.24,0.32,0.46,0.26,0.34,0.52,0.34,0.44,0.44,0.24,0.4,0.5,0.22,0.26,0.56,0.34
bloomfilter,RandomBaseline_test,List of people and organisations named in the Paradise Papers,People_50,0.18,0.18,0.18,0.2,0.2,0.24,0.2,0.26,0.26,0.2,0.24,0.16,0.18,0.22,0.2,0.18,0.3,0.24,0.24,0.2,0.16,0.2,0.26,0.14,0.26,0.3,0.22
bloomfilter,RandomBaseline_test,List of people saved by Oskar Schindler,People_50,0.4,0.28,0.22,0.38,0.24,0.38,0.38,0.32,0.32,0.38,0.28,0.16,0.36,0.36,0.42,0.24,0.32,0.32,0.36,0.36,0.16,0.4,0.32,0.22,0.28,0.3,0.22
bloomfilter,RandomBaseline_test,List of people who have been pied,People_50,0.02,0.04,0.02,0.04,0.04,0.02,0.04,0.04,0.02,0.02,0.04,0.02,0.04,0.02,0.04,0.02,0.04,0.04,0.04,0.04,0.02,0.04,0.04,0.02,0.04,0.04,0.04
bloomfilter,RandomBaseline_test,List of personal coats of arms of Vice Presidents of the United States,People_50,0.04,0.06,0.1,0.1,0.04,0.06,0.04,0.1,0.08,0.04,0.08,0.06,0.06,0.02,0.06,0.02,0.08,0.08,0.08,0.06,0.04,0.08,0.1,0.08,0.08,0.1,0.06
bloomfilter,RandomBaseline_test,List of personal standards of the Kings of Portugal,People_50,0.02,0.02,0.02,0.04,0.04,0.0,0.02,0.04,0.02,0.0,0.04,0.02,0.04,0.02,0.02,0.02,0.04,0.02,0.04,0.04,0.02,0.02,0.02,0.02,0.02,0.04,0.04
bloomfilter,RandomBaseline_test,Margaret Ann Neve,People_50,0.42,0.22,0.2,0.42,0.22,0.4,0.34,0.18,0.38,0.34,0.32,0.2,0.34,0.28,0.2,0.3,0.38,0.38,0.26,0.32,0.2,0.3,0.26,0.2,0.28,0.34,0.32
bloomfilter,RandomBaseline_test,Name-letter effect,People_50,0.54,0.48,0.72,0.54,0.48,0.5,0.54,0.56,0.72,0.52,0.4,0.5,0.62,0.58,0.56,0.62,0.54,0.52,0.66,0.64,0.5,0.68,0.66,0.52,0.44,0.46,0.5
bloomfilter,RandomBaseline_test,Name change,People_50,0.48,0.36,0.42,0.4,0.46,0.46,0.44,0.52,0.58,0.44,0.4,0.3,0.46,0.46,0.42,0.32,0.52,0.32,0.62,0.5,0.28,0.58,0.56,0.38,0.36,0.48,0.42
bloomfilter,RandomBaseline_test,Nine Men,People_50,0.14,0.12,0.24,0.16,0.16,0.16,0.2,0.1,0.2,0.16,0.22,0.12,0.16,0.18,0.12,0.12,0.26,0.22,0.2,0.2,0.12,0.12,0.28,0.12,0.24,0.28,0.12
bloomfilter,RandomBaseline_test,Ogoni Nine,People_50,0.28,0.28,0.26,0.26,0.24,0.32,0.34,0.44,0.34,0.26,0.36,0.22,0.32,0.26,0.24,0.28,0.52,0.22,0.36,0.28,0.24,0.34,0.42,0.16,0.26,0.36,0.24
bloomfilter,RandomBaseline_test,Philip Bellino and Edward Gertson,People_50,0.26,0.14,0.2,0.24,0.22,0.3,0.32,0.24,0.38,0.34,0.34,0.14,0.28,0.28,0.24,0.12,0.52,0.3,0.28,0.28,0.18,0.34,0.34,0.18,0.32,0.36,0.2
bloomfilter,RandomBaseline_test,Posthumous name,People_50,0.5,0.22,0.3,0.44,0.32,0.4,0.52,0.34,0.42,0.36,0.42,0.2,0.32,0.48,0.42,0.28,0.4,0.34,0.34,0.32,0.28,0.5,0.4,0.28,0.38,0.44,0.36
bloomfilter,RandomBaseline_test,Presidential Standard of Pakistan,People_50,0.02,0.04,0.08,0.1,0.04,0.08,0.06,0.12,0.08,0.06,0.08,0.08,0.06,0.06,0.06,0.12,0.1,0.1,0.08,0.1,0.06,0.04,0.08,0.06,0.1,0.1,0.12
bloomfilter,RandomBaseline_test,Qutalmish,People_50,0.2,0.1,0.1,0.14,0.1,0.12,0.18,0.16,0.18,0.1,0.24,0.08,0.12,0.14,0.08,0.14,0.16,0.1,0.1,0.06,0.1,0.14,0.1,0.12,0.14,0.2,0.12
bloomfilter,RandomBaseline_test,Royal coat of arms of the United Kingdom,People_50,0.32,0.26,0.28,0.28,0.24,0.4,0.3,0.34,0.42,0.22,0.3,0.22,0.28,0.34,0.22,0.2,0.48,0.32,0.34,0.3,0.22,0.38,0.36,0.24,0.4,0.46,0.34
bloomfilter,RandomBaseline_test,Sanat Kumara,People_50,0.46,0.4,0.28,0.28,0.42,0.44,0.32,0.28,0.42,0.36,0.3,0.2,0.3,0.48,0.26,0.3,0.36,0.48,0.28,0.34,0.22,0.38,0.36,0.34,0.34,0.42,0.4
bloomfilter,RandomBaseline_test,Seven Bishops,People_50,0.28,0.14,0.2,0.28,0.22,0.32,0.26,0.2,0.34,0.22,0.4,0.14,0.34,0.4,0.2,0.08,0.46,0.26,0.32,0.26,0.18,0.26,0.42,0.14,0.28,0.52,0.26
bloomfilter,RandomBaseline_test,Seventy disciples,People_50,0.46,0.2,0.24,0.34,0.26,0.34,0.4,0.16,0.36,0.24,0.26,0.32,0.3,0.4,0.36,0.28,0.44,0.3,0.28,0.36,0.14,0.34,0.36,0.32,0.24,0.3,0.26
bloomfilter,RandomBaseline_test,The Twelve Imams,People_50,0.44,0.34,0.28,0.4,0.34,0.38,0.32,0.28,0.38,0.34,0.28,0.3,0.4,0.42,0.3,0.3,0.34,0.26,0.28,0.36,0.36,0.4,0.34,0.28,0.22,0.28,0.34
bloomfilter,RandomBaseline_test,Theophanes Continuatus,People_50,0.42,0.28,0.26,0.32,0.3,0.32,0.3,0.26,0.38,0.26,0.34,0.22,0.28,0.34,0.36,0.32,0.3,0.26,0.2,0.28,0.32,0.32,0.26,0.3,0.16,0.28,0.28
bloomfilter,RandomBaseline_test,Thirteen Martyrs of Bagumbayan,People_50,0.02,0.0,0.02,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bloomfilter,RandomBaseline_test,Age of the universe,Universe_50,0.42,0.58,0.52,0.44,0.44,0.42,0.26,0.4,0.52,0.38,0.28,0.74,0.52,0.38,0.34,0.46,0.42,0.54,0.42,0.5,0.38,0.36,0.48,0.5,0.26,0.32,0.5
bloomfilter,RandomBaseline_test,Big Bang,Universe_50,0.4,0.7,0.46,0.42,0.36,0.44,0.24,0.32,0.36,0.34,0.26,0.88,0.32,0.36,0.3,0.42,0.34,0.68,0.28,0.38,0.34,0.32,0.3,0.42,0.2,0.26,0.42
bloomfilter,RandomBaseline_test,Colloid vibration current,Universe_50,0.16,0.34,0.22,0.16,0.14,0.22,0.14,0.12,0.2,0.18,0.04,0.38,0.14,0.2,0.12,0.16,0.08,0.16,0.08,0.08,0.08,0.18,0.12,0.16,0.14,0.08,0.18
bloomfilter,RandomBaseline_test,Cosmic age problem,Universe_50,0.36,0.6,0.46,0.38,0.42,0.36,0.24,0.3,0.44,0.36,0.22,0.62,0.38,0.28,0.28,0.38,0.28,0.52,0.38,0.34,0.34,0.24,0.3,0.48,0.16,0.26,0.42
bloomfilter,RandomBaseline_test,Cosmic latte,Universe_50,0.42,0.36,0.42,0.36,0.54,0.42,0.38,0.46,0.56,0.44,0.34,0.44,0.44,0.4,0.5,0.44,0.44,0.4,0.48,0.36,0.32,0.38,0.36,0.44,0.38,0.32,0.38
bloomfilter,RandomBaseline_test,Dukhin number,Universe_50,0.14,0.2,0.24,0.16,0.16,0.2,0.12,0.14,0.12,0.14,0.06,0.32,0.12,0.16,0.14,0.2,0.12,0.12,0.1,0.14,0.12,0.18,0.12,0.12,0.06,0.14,0.18
bloomfilter,RandomBaseline_test,Earth,Universe_50,0.38,0.86,0.46,0.54,0.46,0.42,0.36,0.3,0.48,0.48,0.38,0.58,0.3,0.48,0.36,0.6,0.44,0.46,0.46,0.4,0.3,0.38,0.44,0.38,0.32,0.4,0.64
bloomfilter,RandomBaseline_test,Earth's energy budget,Universe_50,0.26,1.0,0.4,0.36,0.32,0.26,0.28,0.34,0.34,0.38,0.18,0.58,0.22,0.28,0.22,0.5,0.28,0.36,0.44,0.34,0.2,0.22,0.24,0.26,0.18,0.22,0.4
bloomfilter,RandomBaseline_test,Ecosystem health,Universe_50,0.5,0.58,0.48,0.5,0.46,0.42,0.42,0.54,0.56,0.5,0.24,0.54,0.5,0.46,0.42,0.44,0.46,0.38,0.6,0.54,0.4,0.58,0.54,0.48,0.26,0.4,0.56
bloomfilter,RandomBaseline_test,Electroacoustic phenomena,Universe_50,0.3,0.58,0.44,0.2,0.24,0.34,0.24,0.26,0.38,0.3,0.18,0.54,0.28,0.26,0.22,0.32,0.26,0.32,0.22,0.24,0.18,0.24,0.22,0.4,0.18,0.24,0.4
bloomfilter,RandomBaseline_test,Energy informatics,Universe_50,0.14,0.24,0.18,0.24,0.24,0.16,0.14,0.26,0.28,0.14,0.06,0.24,0.18,0.12,0.16,0.2,0.2,0.2,0.22,0.18,0.12,0.16,0.24,0.18,0.14,0.12,0.22
bloomfilter,RandomBaseline_test,Energy management software,Universe_50,0.26,0.42,0.38,0.34,0.46,0.36,0.28,0.48,0.44,0.3,0.18,0.62,0.3,0.24,0.32,0.38,0.38,0.34,0.42,0.44,0.24,0.34,0.36,0.36,0.3,0.28,0.46
bloomfilter,RandomBaseline_test,Energy system,Universe_50,0.34,0.46,0.6,0.52,0.56,0.42,0.42,0.58,0.52,0.4,0.16,0.6,0.44,0.4,0.36,0.36,0.42,0.44,0.48,0.46,0.38,0.42,0.48,0.34,0.32,0.28,0.48
bloomfilter,RandomBaseline_test,"Final Straw: Food, Earth, Happiness",Universe_50,0.5,0.4,0.3,0.42,0.32,0.54,0.52,0.42,0.5,0.42,0.34,0.32,0.44,0.52,0.46,0.5,0.48,0.44,0.42,0.52,0.32,0.46,0.48,0.38,0.36,0.48,0.44
bloomfilter,RandomBaseline_test,Graphical timeline of the Big Bang,Universe_50,0.06,0.12,0.12,0.14,0.08,0.08,0.12,0.06,0.12,0.08,0.08,0.14,0.06,0.12,0.06,0.12,0.08,0.1,0.08,0.14,0.08,0.06,0.08,0.12,0.08,0.06,0.08
bloomfilter,RandomBaseline_test,Greisen–Zatsepin–Kuzmin limit,Universe_50,0.32,0.6,0.44,0.36,0.32,0.34,0.3,0.34,0.36,0.3,0.18,0.66,0.26,0.38,0.26,0.38,0.26,0.62,0.36,0.36,0.24,0.3,0.3,0.34,0.24,0.24,0.42
bloomfilter,RandomBaseline_test,Imago Universi,Universe_50,0.36,0.36,0.4,0.38,0.32,0.42,0.34,0.28,0.48,0.38,0.34,0.44,0.32,0.32,0.28,0.3,0.32,0.34,0.24,0.26,0.3,0.42,0.26,0.5,0.22,0.34,0.42
bloomfilter,RandomBaseline_test,Interface (matter),Universe_50,0.28,0.88,0.36,0.24,0.32,0.32,0.28,0.34,0.32,0.3,0.22,0.46,0.28,0.22,0.22,0.3,0.3,0.26,0.24,0.22,0.16,0.26,0.26,0.24,0.28,0.2,0.36
bloomfilter,RandomBaseline_test,Ion vibration current,Universe_50,0.36,0.46,0.32,0.28,0.2,0.26,0.26,0.34,0.28,0.28,0.24,0.48,0.26,0.3,0.32,0.32,0.26,0.2,0.26,0.26,0.2,0.24,0.28,0.26,0.26,0.26,0.32
bloomfilter,RandomBaseline_test,Location of Earth,Universe_50,0.3,0.3,0.26,0.28,0.36,0.3,0.3,0.22,0.32,0.26,0.16,0.32,0.28,0.28,0.24,0.34,0.18,0.42,0.24,0.28,0.32,0.26,0.24,0.28,0.16,0.14,0.3
bloomfilter,RandomBaseline_test,Material,Universe_50,0.34,0.58,0.36,0.44,0.42,0.42,0.36,0.32,0.42,0.44,0.18,0.4,0.42,0.32,0.32,0.3,0.24,0.3,0.34,0.34,0.22,0.3,0.22,0.38,0.3,0.22,0.34
bloomfilter,RandomBaseline_test,Matter wave,Universe_50,0.38,0.66,0.58,0.4,0.2,0.3,0.3,0.32,0.38,0.34,0.22,0.72,0.32,0.36,0.3,0.48,0.32,0.5,0.28,0.26,0.26,0.36,0.26,0.4,0.18,0.24,0.36
bloomfilter,RandomBaseline_test,Maximum power principle,Universe_50,0.52,0.58,0.46,0.46,0.44,0.46,0.4,0.44,0.42,0.48,0.26,0.68,0.46,0.38,0.42,0.42,0.38,0.38,0.44,0.46,0.42,0.46,0.44,0.44,0.26,0.38,0.44
bloomfilter,RandomBaseline_test,Moisture expansion,Universe_50,0.06,0.12,0.06,0.06,0.06,0.08,0.04,0.08,0.08,0.06,0.04,0.12,0.08,0.08,0.04,0.08,0.14,0.08,0.08,0.06,0.06,0.06,0.1,0.04,0.04,0.06,0.08
bloomfilter,RandomBaseline_test,Molecule,Universe_50,0.34,0.7,0.44,0.44,0.38,0.34,0.34,0.36,0.38,0.42,0.24,0.68,0.38,0.28,0.28,0.44,0.34,0.46,0.26,0.26,0.26,0.36,0.32,0.34,0.18,0.2,0.48
bloomfilter,RandomBaseline_test,Outer space,Universe_50,0.4,0.78,0.44,0.36,0.36,0.36,0.28,0.28,0.42,0.34,0.3,0.68,0.26,0.36,0.3,0.46,0.24,0.62,0.38,0.32,0.24,0.32,0.38,0.3,0.28,0.24,0.4
bloomfilter,RandomBaseline_test,Primary energy,Universe_50,0.4,0.64,0.42,0.5,0.42,0.34,0.34,0.46,0.36,0.4,0.22,0.74,0.42,0.32,0.36,0.44,0.34,0.46,0.48,0.46,0.28,0.48,0.42,0.22,0.28,0.3,0.42
bloomfilter,RandomBaseline_test,Sociology of space,Universe_50,0.76,0.64,0.68,0.7,0.58,0.72,0.6,0.5,0.7,0.58,0.42,0.66,0.58,0.76,0.66,0.6,0.54,0.52,0.48,0.58,0.64,0.64,0.58,0.6,0.5,0.44,0.66
bloomfilter,RandomBaseline_test,Statistical study of energy data,Universe_50,0.3,0.44,0.36,0.3,0.4,0.26,0.24,0.4,0.26,0.2,0.12,0.56,0.2,0.24,0.26,0.28,0.34,0.28,0.36,0.24,0.22,0.26,0.36,0.22,0.26,0.24,0.32
bloomfilter,RandomBaseline_test,Streaming vibration current,Universe_50,0.1,0.1,0.16,0.06,0.08,0.12,0.08,0.08,0.1,0.12,0.06,0.16,0.12,0.12,0.08,0.1,0.08,0.1,0.06,0.08,0.04,0.06,0.06,0.12,0.06,0.08,0.1
bloomfilter,RandomBaseline_test,Three-torus model of the universe,Universe_50,0.12,0.14,0.1,0.12,0.08,0.14,0.04,0.14,0.1,0.12,0.08,0.18,0.1,0.12,0.12,0.1,0.1,0.14,0.08,0.12,0.1,0.12,0.04,0.1,0.06,0.12,0.1
bloomfilter,RandomBaseline_test,United States Energy Association,Universe_50,0.24,0.36,0.42,0.5,0.3,0.48,0.46,0.52,0.48,0.3,0.36,0.4,0.36,0.36,0.2,0.32,0.54,0.46,0.5,0.44,0.22,0.4,0.56,0.3,0.44,0.42,0.36
bloomfilter,RandomBaseline_test,Visual space,Universe_50,0.46,0.5,0.46,0.36,0.36,0.46,0.22,0.44,0.48,0.44,0.26,0.52,0.44,0.48,0.42,0.48,0.38,0.32,0.34,0.44,0.44,0.48,0.36,0.4,0.32,0.2,0.46
bloomfilter,RandomBaseline_test,Water-energy nexus,Universe_50,0.46,0.6,0.52,0.48,0.44,0.44,0.34,0.54,0.34,0.46,0.2,0.58,0.48,0.38,0.38,0.4,0.38,0.36,0.52,0.44,0.2,0.38,0.52,0.4,0.3,0.26,0.46
bloomfilter,RandomBaseline_test,Wormhole,Universe_50,0.38,0.68,0.62,0.46,0.38,0.44,0.3,0.42,0.38,0.36,0.22,0.68,0.4,0.42,0.36,0.44,0.3,0.56,0.32,0.32,0.26,0.34,0.3,0.46,0.2,0.3,0.42
bloomfilter,RandomBaseline_test,Adolf Dygasiński,Nature_50,0.22,0.12,0.1,0.18,0.1,0.26,0.2,0.1,0.24,0.3,0.18,0.18,0.18,0.24,0.22,0.3,0.18,0.22,0.16,0.22,0.14,0.24,0.22,0.16,0.16,0.2,0.2
